Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
29365,bdb3d16577561a89,open,Chuck's Fish,508 Greensboro Ave,Tuscaloosa,35401,Alabama,United States,Japanese,$$,88,0,2052489370,chucksfishmanager@gmail.com,,,Chinese,1.11,4
29366,1af7b36d36b1ecdc,open,Sakura Bistro,4034 US-280,Alexander City,35010,Alabama,United States,"Japanese, Chinese",$$,58,0,2562349833,,,,Chinese,1.09,4
29367,c1892194b331f2d2,open,Sakura Japanese Steakhouse,12090 County Line Rd,Madison,35756,Alabama,United States,Japanese,$$,61,0,2562336955,info@sakuramadisonal.com,,,Chinese,0.51,4
29368,ce17030ac435214c,open,Chow Town,1668 Montgomery Hwy,Hoover,35216,Alabama,United States,Chinese,$$,39,2012,2058228883,,,,Chinese,1.06,4
29369,39bd3934046de8fb,open,Teriyaki Express,1627 Opelika Rd,Auburn,36830,Alabama,United States,Japanese,$$,29,0,3345919938,,,,Chinese,0.54,4
29370,8f666fa11a484836,open,Panda,5000 Whitesburg Dr SE,Huntsville,35802,Alabama,United States,Chinese,$,35,2007,2568803220,,Datong Ye,,Chinese,1.34,4
29371,2593b3ae0ddfb672,open,Good Friend Chinese & Seafood,1720 Dennison Ave SW,Birmingham,35211,Alabama,United States,Chinese,,33,2003,2059235500,,Betty Ryan,,Chinese,1.41,4
29372,11703d673a972261,open,Number One China,5701 Moffett Rd,Mobile,36618,Alabama,United States,Chinese,,22,2005,2513445700,,Mi Ni,,Chinese,1.53,4
29373,cbc13a6d581ca1f5,open,Happy Kitchen,717 South Blvd,Brewton,36426,Alabama,United States,Chinese,$$,31,0,8504177388,,,,Chinese,1.31,4
29374,1a437359c31c3fa0,open,Ichiban Japanese Grill,2128 University Blvd,Tuscaloosa,35401,Alabama,United States,Japanese,$$,44,2009,2057528844,,Tu Sheng Tian,,Chinese,1.14,4
29375,e78dfeebe39088ed,open,New China Star III,131 Magnolia St S,Lincoln,35096,Alabama,United States,Chinese,$$,18,0,2057638889,,,,Chinese,1,4
29376,c477374bf9ee3ee3,open,Sushi Sumo,1313 Point Mallard Pkwy SE,Decatur,35601,Alabama,United States,Japanese,$$,97,0,2566863027,,,,Chinese,1.23,4
29377,f99e606e684815fb,open,Golden Dragon,3959 Cottage Hill Rd,Mobile,36609,Alabama,United States,Chinese,$,50,0,2514788842,admin@orderinghere.com,,,Chinese,1.86,4
29378,f5fc7231d79e7e15,open,Kinza,1640 Ross Clark Cir,Dothan,36301,Alabama,United States,Japanese,$$,36,2010,3346710611,,Mi Sook Jeong,,Chinese,1.14,4
29379,dc7ccd8e64f8949e,open,Hunan Garden Chinese Restaurant,963 Ann St,Montgomery,36107,Alabama,United States,Chinese,$$$,38,0,3342939346,,Yongfeng R,Owner,Chinese,1.13,4
29380,7dd5eb067ebf3060,open,China Lin,124 Prairie St N,Union Springs,36089,Alabama,United States,Chinese,$,25,2008,3347382819,,Jian Huong,Owner,Chinese,1.7,4
