Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
12509,143d430c707b6be7,open,Aura Sub,1424 Golden Springs Rd,Anniston,36207,Alabama,United States,Vietnamese,$$$,35,0,7705276789,,,,Unknown,0.61,1
12510,8f6f42baa93a84e3,open,Cajun Steamer Bar & Grill,301 Pelham Ave SW,Huntsville,35801,Alabama,United States,Cajun,$$,63,0,2565335503,,,,English,1.07,1
12511,a1bbe24c7dd1c326,open,Chuck's Fish,551 Dauphin St,Mobile,36602,Alabama,United States,Japanese,$$,87,0,2512197051,chucksfishmobile@gmail.com,,,English,1.19,1
12512,cf06ecaf3daf5b5b,open,Mojeaux's,396 Azalea Rd,Mobile,36609,Alabama,United States,Cajun,$$,52,0,2514089560,mojeauxsmobile@gmail.com,,,Unknown,1.53,1
12513,fd4f5cfbd43d1abc,open,A Taste of Louisiana,509 N St Andrews St,Dothan,36303,Alabama,United States,"Creole, Caribbean, Cajun",$,31,0,3346618936,,,,Unknown,1.67,1
12514,eec63968ce575ebf,open,New Orleans Lunchbox,4000 Holmes Ave NW,Huntsville,35816,Alabama,United States,"American, Creole, Cajun",$$,47,2010,2568300081,neworleanslunchbox.catering@gmail.com,Roland L,Owner,English,1.41,1
12515,e8b4e8dfc8f1bd8d,open,LJz Backyard Bayou,3155 Old Railroad Bed Rd,Harvest,35749,Alabama,United States,Cajun,,72,0,2564890759,,,,English,1.04,1
12516,2515a55fb41780f8,open,Creole Connection,432 8th Ave W,Birmingham,35204,Alabama,United States,"Creole, Cajun",$$,74,0,2052014540,creoleconnectionllc@gmail.com,,,Unknown,1.46,1
12517,12ac5f5970fdf107,open,Blue Fin Japanese Sushi & Steakhouse,1300 Oxford Exchange Blvd,Oxford,36203,Alabama,United States,Japanese,$$,54,0,2566246143,bluefin1300@gmail.com,,,Unknown,0.83,1
12518,f487b6ca2031cb4f,open,Cajun Cafe,208 Main St,Eutaw,35462,Alabama,United States,"Creole, Cajun",$$$,35,0,2053462008,,,,Unknown,1.46,1
12519,a910fdbbd7dd94af,open,Unagi Bento and Sushi,2539 John Hawkins Pkwy,Hoover,35244,Alabama,United States,Japanese,$$,40,0,2054906991,UnagiUnagiBentoandSushi@gmail.com,,,English,0.51,1
12520,254c78a167ff1c96,open,Sushi Box,7198 Halcyon Park Dr,Montgomery,36117,Alabama,United States,Japanese,$$$,2,0,3345231122,,,,Unknown,0.73,1
12521,25a1869e2541ebd0,open,Wok by d'Bay,420 Fairhope Ave,Fairhope,36532,Alabama,United States,Japanese,$$,70,0,2512707262,wokbydbay7262@att.net,,,English,0.66,1
12522,9f5b15320acf9364,open,A-Train Express,1515 Pearson Ave SW,Birmingham,35211,Alabama,United States,"Southern, Cajun",$$,20,0,2055214871,,,,Unknown,1.4,1
12523,564328d69009576b,open,Teriyaki Express,6200 Grand River Blvd E,Leeds,35094,Alabama,United States,Japanese,,30,0,2056990651,,,,Unknown,0.87,1
12524,115a0c6bb600081c,open,Cajun Roux Bar & Grill,5220 Peridot Pl,Hoover,35244,Alabama,United States,"Creole, Cajun",$$,80,2020,2059857689,cajunrouxbar@gmail.com,,,English,1.1,1
12525,85a69c55943fc383,open,Sushi 9 Thai & Japanese Restaurant,720 Schillinger Rd S,Mobile,36695,Alabama,United States,"Japanese, Thai",$$,45,0,2516077073,vinakhanthavongsa@yahoo.com,,,English,0.69,1
12526,b406ad46edb2c7ae,open,Kai Restaurant,5045 Cottage Hill Rd,Mobile,36609,Alabama,United States,Japanese,$,74,0,2516076454,,,,Unknown,1.37,1
12527,506771569b022a90,open,Fulin's Asian Cuisine,2934 Point Mallard Pkwy SE,Decatur,35603,Alabama,United States,"Chinese, Thai",$$,48,0,2563553588,,,,English,1.03,1
12528,52fc44f32cdcfb32,open,Shogun Hibachi Sushi &Seafood,601 E Fort Williams St,Sylacauga,35150,Alabama,United States,Japanese,$$$,56,0,2563692255,,,,Unknown,1,1
12529,01f5f763e95068a1,open,Cajun kitchen,2601 S McKenzie St,Foley,36535,Alabama,United States,Cajun,,24,0,2512696703,,,,English,1.1,1
12530,4c7299cf23bf78c6,open,P&T Cajun Seafood,1318 Dauphin Island Pkwy,Mobile,36605,Alabama,United States,Cajun,,32,0,2513449172,,,,Unknown,1.57,1
12531,fcfcc512ab52eb5e,open,Tonki Donkatsu,108 Daleville Ave,Daleville,36322,Alabama,United States,Japanese,$,35,2018,3347099111,,,,Unknown,1.5,1
12532,28d4aa1d3f9ac8a6,open,Tiger VR Cafe,200 W Glenn Ave,Auburn,36830,Alabama,United States,Chinese,$,40,2012,3342091886,info@tigervrcafe.com,,,English,1.34,1
