Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
17832,65a51f6e9b36b31a,open,Cajun Steamer Bar & Grill,5071 Pinnacle Sq,Birmingham,35235,Alabama,United States,"Creole, Caribbean, Cajun",$$,54,0,2056556008,jnorthcutt@cajunsteamer.com,,,English,1.57,2
17833,af1ae4056f146bf3,open,Stix,10240 Eastern Shore Blvd,Spanish Fort,36527,Alabama,United States,Japanese,$$,86,0,2516219088,,,,English,0.54,2
17834,3c964b540778028b,open,Sushi Cafe,3004 Zelda Rd,Montgomery,36106,Alabama,United States,Japanese,$$,67,2011,3348197060,sushicafe2011@gmail.com,,,English,0.9,2
17835,52ea5e002cdf8cc9,open,Samurai,2102 11th Ave,Haleyville,35565,Alabama,United States,Japanese,,34,0,2512695581,,,,Unknown,1,2
17836,8f95c26c04ee5926,open,Momo's Cajun Eatz,633 11th Ave SW,Alabaster,35007,Alabama,United States,"American, Cajun",$$,41,0,2055981008,,,,Unknown,0.99,2
17837,0fc42ed33a800ea9,open,Benja's Thai & Sushi Restaurant,1281 Hillcrest Rd,Mobile,36695,Alabama,United States,Japanese,$$,43,2015,2516615100,,Benjawan T,Owner,English,0.86,2
17838,423e41eab2d20321,open,Umami Trussville,108 Beech St,Trussville,35173,Alabama,United States,Japanese,$,72,0,2055085737,,,,Unknown,0.83,2
17839,3f0d3d42146975a8,open,Umami,2808 7th Ave S,Birmingham,35233,Alabama,United States,Japanese,$$$,58,0,2052014337,,,,Unknown,1.01,2
17840,6ceecddf9216b4eb,open,Lemongrass Thai & Sushi,1103 Columbus Pkwy,Opelika,36804,Alabama,United States,"Japanese, Thai",$$,72,0,3347375558,,,,Unknown,1.11,2
17841,96c63cc0b2eb088b,open,Mt Fuji Japanese Restaurant,1088 N Brindlee Mountain Pkwy,Arab,35016,Alabama,United States,Japanese,$$,80,2009,2565868808,,Amy Chen,General,Unknown,1.29,2
17842,39712cdcef96c9f7,open,Otoro Hibachi,1701 McFarland Blvd E,Tuscaloosa,35404,Alabama,United States,Japanese,$$$,40,0,2056506248,,,,English,0.86,2
17843,df51cfd322bed02a,open,Super Canton,511 E Maple Ave,Geneva,36340,Alabama,United States,Chinese,$$,41,0,3346841088,,,,English,1.31,2
17844,c17bddd154234468,open,Lartigue's on the Hill,4464 Old Shell Rd,Mobile,36608,Alabama,United States,"American, Cajun",$$,18,0,6012385366,,,,Unknown,1.39,2
17845,356a9daca17d47ab,open,Banzai Japanese Restaurant,312 Schillinger Rd S,Mobile,36608,Alabama,United States,Japanese,$$,41,1992,2516339077,,Shigeaki Oki,Owner,English,1.14,2
17846,76da1b29c7186b46,open,Sakura Japanese Sushi Steak House Hueytown,156 River Square Plz,Hueytown,35023,Alabama,United States,Japanese,,31,0,2058814288,sakura@sjssh.co,,,Unknown,0.76,2
17847,23a27ae98a5d83c1,open,Ninja Japanese Restaurant,1241 Point Mallard Pkwy SE,Decatur,35601,Alabama,United States,Japanese,$$$,80,0,2566864518,,Mason Sun,General,Unknown,1,2
17848,2456cd209d5525a4,open,Asian Cafe,10680 Chantilly Pkwy,Montgomery,36117,Alabama,United States,Chinese,$$,58,0,3348194111,info@montgomeryasiancafe.com,,,English,1.21,2
17849,b46c2a6d56d0b00b,open,Sushi Ro,2584 Cobbs Ford Rd,Prattville,36066,Alabama,United States,Japanese,$$,52,0,3342902021,,,,English,0.66,2
17850,f3f91f9b57e163b6,open,The Famous Lartigue Seafood Market,100 Plantation Pointe,Fairhope,36532,Alabama,United States,"Creole, Cajun",$$$,56,1978,2512983423,info@thefamouslartigueseafood.com,,,English,1.13,2
17851,8801959d5e5dff27,possibly closed,Fisher's Upstairs at Orange Beach Marina,27075 Marina Rd,Orange Beach,36561,Alabama,United States,"American, Creole, Cajun",,0,0,2519817305,socialmedia@fishersobm.com,,,Unknown,0.93,2
17852,90702b2524dd5ec6,open,Dang Seafood,3110 St Stephens Rd,Mobile,36612,Alabama,United States,"American, Creole, Caribbean, Cajun",$$$,40,0,2512872394,,,,Unknown,1.49,2
17853,12be1b07def91cd0,open,Kumo Sushi & Asian,835 Odum Rd,Gardendale,35071,Alabama,United States,Japanese,$$,48,0,2052855250,info@kumogardendale.com,,,Unknown,0.69,2
17854,a288f865c4f45659,open,Pratt Pub & Oyster Bar,1720 E Main St,Prattville,36066,Alabama,United States,"Creole, Cajun",$$,44,2001,3343610009,,Pete Audie,Owner,Unknown,1.13,2
17855,ca35f2945f276ed5,open,Fuji San,2000 Airport Blvd,Mobile,36606,Alabama,United States,Japanese,$,63,2008,2514789888,,Julie Roney,Owner,Unknown,1.61,2
17856,fb551605cdf619a3,open,Mr. Chen's,5461 Atlanta Hwy,Montgomery,36109,Alabama,United States,Chinese,$$,50,2013,3342609558,,,,English,1.53,2
17857,067707760b4ff3ac,open,Osaka Sushi Bar,499 Greystone Way,Prattville,36066,Alabama,United States,Japanese,$$,25,2009,3343585818,,Jun Wu,,English,0.71,2
17858,b6cd7761dce446bf,open,The Seafood Bistro,1651 Perry Hill Rd,Montgomery,36106,Alabama,United States,Cajun,$$,50,0,3342797500,theseafoodbistro@gmail.com,,,English,1.14,2
17859,11bbcf9f13e8018f,open,The Mill,85 N Bancroft St,Fairhope,36532,Alabama,United States,"American, Creole, Cajun",$,47,0,2513330211,themillfairhope@gmail.com,,,Unknown,1.24,2
17860,f50c3696db2e81ea,open,Shanghai Cottage,22530 US-98,Fairhope,36532,Alabama,United States,Chinese,$$,80,2009,2519286668,shanghaicottage@att.net,,,English,1.2,2
17861,c507534456ac1d2a,open,Cajun Boys and Our Poboys,2673 Valleydale Rd,Birmingham,35244,Alabama,United States,"Caribbean, Cajun",$,44,0,2059950007,,,,Unknown,1.1,2
17862,c955e47a52bfa11c,open,Boligee Cafe,US-11,Boligee,35443,Alabama,United States,"American, Creole, Cajun",,33,0,2053368701,,Glenora Davis,Owner,Unknown,1.46,2
17863,035a54113d4c18fa,open,Snapper Grabbers Land & Sea,521 Montgomery Hwy,Vestavia Hills,35216,Alabama,United States,"Creole, Cajun",$$,84,2003,2058249799,info@snappergrabbers.com,,,Unknown,1.27,2
17864,db56a7c499365e9a,open,China Palace,2450 Martin Luther King Dr,Auburn,36832,Alabama,United States,Chinese,$$,41,0,3348878866,,,,English,1.17,2
17865,5ca566c8f1aefe93,open,Oishi,3522 Ross Clark Cir,Dothan,36303,Alabama,United States,Japanese,$$,56,0,3344460402,,,,English,1.09,2
17866,50188f59dd7f6079,open,Okinawa Sushi & Hibachi Steak House,148 Wildwood Pkwy,Homewood,35209,Alabama,United States,Japanese,$$$,54,2011,2059171111,,,,Unknown,0.86,2
17867,1460365b4e6bc797,open,The Cajun Cleaver,2341 John Hawkins Pkwy,Hoover,35244,Alabama,United States,Cajun,$$,65,0,2054440496,info@thecajuncleaver.com,,,Unknown,0.93,2
17868,59f900c280ba3986,open,Original Oyster House Boardwalk,701 Gulf Shores Pkwy,Gulf Shores,36542,Alabama,United States,"Creole, Cajun",$$,76,1983,2519482445,bud@originaloysterhouse.com,Bud Morris,Operations,English,1.27,2
17869,5ffe9dbbb43aa5da,open,YAMATO JAPANESE,4900 US-231,Wetumpka,36092,Alabama,United States,Japanese,$$$,28,0,3344783263,,,,Unknown,0.6,2
17870,afd1ab433d9aabb6,open,Otoro Hibachi,8525 Whitfield Ave,Leeds,35094,Alabama,United States,Japanese,$$,20,0,2053523494,,,,Unknown,0.84,2
17871,45b34d9785368816,open,Maneki Sushi,623 Boll Weevil Cir,Enterprise,36330,Alabama,United States,Japanese,,37,0,3343477255,,,,English,0.69,2
17872,4f5e1a3a4e25a7d1,open,Mizu Japanese Steakhouse,1483 Gadsden Hwy,Birmingham,35235,Alabama,United States,Japanese,$$,70,0,2056558077,,,,English,1.16,2
17873,0f1b0be6446cc870,open,Wings & Teriyaki,734 Graymont Ave W,Birmingham,35204,Alabama,United States,Japanese,$,27,2010,2057800264,,,,Unknown,1.36,2
17874,c7efa6a8e7e76459,open,The Cajun Leprechaun,78 Dexter Ave,Montgomery,36104,Alabama,United States,"Creole, Cajun, Irish",$$,83,0,3344168262,generalmanager@tclpub.com,,,Unknown,1.49,2
17875,deba371803d2bae5,open,Shogun Japanese Steakhouse & Sushi Bar,7038 Airport Blvd,Mobile,36608,Alabama,United States,Japanese,$,36,2006,2513040021,,Tom Meszaros,,English,1.43,2
17876,7f4f73f208ad20e6,open,Mr. Chens Authentic Chinese Cooking,1917 Hoover Ct,Hoover,35226,Alabama,United States,Chinese,$$,44,2010,2058248283,,,,English,0.91,2
17877,63aab2a832898c2c,open,New Ichiban,4851 Whitesburg Dr SE,Huntsville,35802,Alabama,United States,Japanese,$$$,48,2011,2568838199,ichibanhsv@gmail.com,,,Unknown,0.6,2
17878,c4699f18cbfc8e06,open,Umi Japanese Steakhouse,201 Cox Creek Pkwy,Florence,35630,Alabama,United States,Japanese,$$,56,2010,2567186868,info@umijapanesesteakhouse.com,,,English,1.11,2
17879,e295376cf689b7eb,open,Yummy Yaki,7131 Eastchase Pkwy,Montgomery,36117,Alabama,United States,Mongolian,$$$,48,0,3346699456,,,,Unknown,1.1,2
17880,3ba9d67913e92e50,open,Ichiban Japanese Steak House,2167 S McKenzie St,Foley,36535,Alabama,United States,Japanese,$$,61,2007,2519718770,ichiban.liverpoolny@gmail.com,,,English,0.97,2
17881,0dfd7a619d2fc005,open,Sara's Too,2709 Boniface Pkwy,Anchorage,99504,Alaska,United States,"Mexican, Japanese",$,51,0,9073370153,sarassandwiches@gmail.com,,,Unknown,1.09,2
17882,8f3bd821ebf1d425,possibly closed,Sushi Exchange,44847 Sterling Hwy,Soldotna,99669,Alaska,United States,Japanese,$$$,0,0,9072622468,,,,Unknown,0.54,2
17883,46856a28db605b51,open,Nonkie Be's Cajun Faves,755 N Blaine Cir,Palmer,99645,Alaska,United States,Cajun,,80,0,9078413787,cajunfaves@nonkiebes.com,,,Unknown,1.36,2
17884,ad1bfa978aa1e904,possibly closed,Pho Tai,140 Seward St,Juneau,99801,Alaska,United States,"Korean, Japanese, Vietnamese",,0,0,9075235000,,,,Unknown,0.63,2
17885,929d3a04c3f5af1e,open,Gluten-Free Fusion,7353 N Via Paseo del Sur,Scottsdale,85258,Arizona,United States,Thai,$$$,15,0,6232447830,,,,Unknown,0.44,2
17886,64e863a5f71ba1cf,open,Nanette Filipino Food Hub,1744 S Pacific Ave,Yuma,85365,Arizona,United States,"Mexican, Filipino, Thai",$$$,25,0,7609163917,,,,Unknown,0.69,2
17887,d68d88cdf48fa404,open,Aroi Thai Cuisine,1325 S Yuma Palms Pkwy,Yuma,85365,Arizona,United States,Thai,$$$,23,0,9283432468,,,,Unknown,0.66,2
17888,54c3030c230f5ea9,open,Boba Cutea,555 N Central Ave,Phoenix,85004,Arizona,United States,Japanese,$,46,0,6026124122,,,,Unknown,1,2
17889,6c8e6a0ed7519b77,open,Ja Ramen,5845 W Baseline Rd,Laveen,85339,Arizona,United States,Japanese,$$,88,0,4803611455,2643jaramen@gmail.com,,,Unknown,0.93,2
17890,d7ae80b19c74ccdf,open,Sushi Time,5136 S Rural Rd,Tempe,85282,Arizona,United States,Japanese,$$,52,2007,4807307764,sushitimeaz@gmail.com,,,English,0.97,2
17891,79e900bed44883af,open,Roll N Chop Sushi's,9619 N Hayden Rd,Scottsdale,85258,Arizona,United States,Japanese,,17,0,4805903707,,,,Unknown,0.54,2
17892,2275cf75d973f84c,open,Taiwan Mama,822 E Union Hills Dr,Phoenix,85024,Arizona,United States,Taiwanese,,77,0,6232040919,,,,Unknown,1.06,2
17893,8f5fcd390b6a4104,open,Fuku Sushi,5538 N 7th St,Phoenix,85014,Arizona,United States,Japanese,$,33,0,6026016447,,,,Unknown,1.09,2
17894,96215bf7bd21e910,open,Ra-Ra-Ramen,13011 W Greenway Rd,El Mirage,85335,Arizona,United States,Japanese,$,11,0,4803996811,,,,English,1.06,2
17895,aa4a81311d7a8688,open,New Asian Star,2755 S 99th Ave,Tolleson,85353,Arizona,United States,"Japanese, Chinese",$,38,0,6234781888,,,,English,0.97,2
17896,29da4e3fb007cc1d,open,Antojitos El Kike,7420 N 51st Ave,Glendale,85301,Arizona,United States,Japanese,$,28,0,6028846620,,,,Unknown,1.33,2
17897,f86353a9d8bc5fd8,open,Chinese & Thai Cuisine,806 Beeline Hwy N,Payson,85541,Arizona,United States,Chinese,,41,0,9283631267,,,,English,1.43,2
17898,83b28f764053317a,open,Beijing Chinese Cuisine,14270 W Indian School Rd,Goodyear,85395,Arizona,United States,Chinese,$$,36,0,6235358387,,,,English,0.74,2
17899,cb8d851fb70c26eb,open,Karma Sushi Bar Grill,6 E Route 66,Flagstaff,86001,Arizona,United States,Japanese,$$,75,2006,9287746100,ed@karmaflagstaff.com,Ed Grant,Operations,English,1,2
17900,6d9441f7dd1f5407,open,Dragon Wok Fine Chinese Restaurant,727 W Ray Rd,Gilbert,85233,Arizona,United States,Chinese,$,32,2004,4807826889,dragonwok89@gmail.com,,,English,1.34,2
17901,f41ebad94c8dd3ed,open,Golden Rice Express,5835 W Thunderbird Rd,Glendale,85306,Arizona,United States,"Japanese, Chinese",$$,29,1993,6025472132,,Linmin L,Owner,English,0.71,2
17902,6138a0ba2af5930e,open,Sushi 101,1435 E University Dr,Tempe,85281,Arizona,United States,Japanese,$$,51,2001,4803170101,info@sushi101tempe.com,,,English,1.26,2
17903,979ab27d43d2936d,open,SWAN Sushi Seafood Bar,28190 N Alma School Pkwy,Scottsdale,85262,Arizona,United States,Japanese,,36,0,4805853899,,,,Unknown,0.43,2
17904,0cc4825084e8ec4f,open,MV Snacks & Sushi,1468 E Main St,Mesa,85203,Arizona,United States,"Mexican, Japanese",$$,38,0,4802651254,mvsnacks.redes@gmail.com,,,English,0.54,2
17905,567ab7a7b649ca6a,open,Hornbill Sushi & Asian Fusion,1618 E Bell Rd,Phoenix,85022,Arizona,United States,Japanese,$$,41,0,6029756220,,,,Unknown,0.71,2
17906,f17a1f0b22247171,open,Sushi Michi,6025 N 16th St,Phoenix,85016,Arizona,United States,Japanese,$$$,26,0,6022375654,,,,Unknown,0.53,2
17907,4a63b293fab31cfe,open,Island Teriyaki,5932 W Bell Rd,Glendale,85308,Arizona,United States,"Korean, Chinese",$,41,1994,6024398315,,Mena Jung,Owner,English,1.34,2
17908,7875a42defba9896,open,Bei Express,2910 N Hayden Rd,Scottsdale,85251,Arizona,United States,Japanese,$$,41,0,4804718461,beisushiexpress@gmail.com,,,English,0.69,2
17909,94f9296e159e9ab7,open,Teriyaki Blaze,4015 E Bell Rd,Phoenix,85032,Arizona,United States,"Hawaiian, Korean, Japanese",,4,0,6234002857,,,,Unknown,0.54,2
17910,240f4b1268cca935,open,YC's Mongolian Grill,752 W Elliot Rd,Tempe,85284,Arizona,United States,Mongolian,$,85,1991,4807772929,,Noel Leiga,General,Unknown,1.34,2
17911,4887116d937383ae,open,Teriyaki Corner,2017 E Cactus Rd,Phoenix,85022,Arizona,United States,"Hawaiian, Korean, Japanese",$$$,18,0,4806375219,,,,Unknown,0.57,2
17912,a3c290953cf33a2e,open,BOBA BOSS COFFEE & TEA,1705 E Broadway Rd,Tempe,85282,Arizona,United States,Japanese,$,25,0,4805579416,,,,Unknown,1.11,2
17913,e30b1d252d787db7,open,Sushiholic,3957 E Camelback Rd,Phoenix,85018,Arizona,United States,Japanese,$$,62,2015,6029562354,,Masahito K,Owner,English,0.97,2
17914,c5bbaca3d67962af,open,The Sushi House,1810 W Northern Ave,Phoenix,85021,Arizona,United States,"Korean, Japanese",,23,0,6026750339,,,,Unknown,1.06,2
17915,1c68a0c49b4edfa9,open,Down By Bayou Bistro,13138 W Glendale Ave,Glendale,85307,Arizona,United States,"Caribbean, Cajun",$,3,0,6239155032,,,,Unknown,1.47,2
17916,5ed77d35a4dc7743,open,Sushi Nakano,4025 E Chandler Blvd,Phoenix,85048,Arizona,United States,Japanese,$$,65,0,6026032129,,Leo N,Owner,English,0.51,2
17917,056f09f798a6a020,open,Samurai Teppan Steak and Sushi,5050 E Broadway Blvd,Tucson,85711,Arizona,United States,Japanese,$$,29,0,5203128687,,,,Unknown,0.86,2
17918,f7d30065bcbfdaf8,open,Lin's Little China,1632 McCulloch Blvd N,Lake Havasu City,86403,Arizona,United States,Chinese,$$,56,2003,9284539295,linaz20@hotmail.com,,,English,1.6,2
17919,33a9f6d05aec6dfb,open,PYRO,4300 E Camelback Rd,Phoenix,85018,Arizona,United States,Japanese,$$,80,0,6027550049,,,,Unknown,0.86,2
17920,8b33278496401cf9,open,Maru Japanese Noodle Shop,1370 N Silverbell Rd,Tucson,85745,Arizona,United States,Japanese,$,31,0,5208380717,servicedirectory494@gmail.com,,,English,0.83,2
17921,ba10c0a1f4247402,open,Toss Fried Chicken and Ramen 2,1800 E Fort Lowell Rd,Tucson,85719,Arizona,United States,Japanese,$$,80,0,5205262100,tossfriedchickenandramen@gmail.com,,,Unknown,1,2
17922,57766210ed097420,open,Poke And Ramen,6825 E Main St,Mesa,85207,Arizona,United States,Japanese,$$,36,0,4805721623,,,,English,0.54,2
17923,d275067a268c0c2c,open,Sezchwan Tasty,745 N Gilbert Rd,Gilbert,85234,Arizona,United States,Chinese,,1,0,4805033838,,,,English,0.74,2
17924,6de5e70b236b6cfb,open,Fujiyama Grill,9619 N Hayden Rd,Scottsdale,85258,Arizona,United States,Japanese,,4,0,6233235450,,,,Unknown,0.54,2
17925,8706d39732e4f6a5,open,TeHaru Sushi,9845 S Priest Dr,Tempe,85284,Arizona,United States,Japanese,$,27,0,4807059825,,,,English,0.69,2
17926,f6b6c3cdcc0bc530,open,My House,2975 E Ocotillo Rd,Chandler,85249,Arizona,United States,Chinese,$,51,0,4808951111,,,,English,1.14,2
17927,c613534c09b4eed4,open,Sesame Inn Carefree,34482 N Scottsdale Rd,Scottsdale,85266,Arizona,United States,Chinese,$$,79,1995,4805958888,,Neil Yang,Owner,English,1.06,2
17928,0c9b71da7f914e32,open,Japanese Tea House -- NAU,1925 S Lone Tree Rd,Flagstaff,86001,Arizona,United States,Japanese,,16,0,9285232223,,,,Unknown,0.66,2
17929,f62363f0cd2a159a,open,My Louisiana,Downtown Tempe,Tempe,85281,Arizona,United States,"Southern, Cajun",$,39,0,9188126706,,,,Unknown,1.81,2
17930,a4638e21fc098858,open,Hibachi Grill Super Buffet,465 AZ-90,Sierra Vista,85635,Arizona,United States,Chinese,$,41,0,5204588882,,,,English,1.31,2
17931,1f90df5450c1b45c,open,George Yang's Chinese Cuisine,6048 N 16th St,Phoenix,85016,Arizona,United States,Chinese,$$,38,0,6023682688,,,,English,0.96,2
