Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R81001,"29,548","422,718",6.99%,,R81001,0,0,"29,548",0.00%,R81001,"1,581",,R81001,203,,R88269,Jul'24 Reactivate,,R88256,Jul'24 Y
R81002,"7,221","103,299",6.99%,,R81002,0,0,"7,221",,R81007,"1,539",,R81008,61,,R81631,Jul'24 Reactivate,,R88971,Jul'24 Y
R81007,"12,783","159,789",8.00%,,R81003,0,0,0,,R81008,"1,034",,R81013,138,,R81925,Jul'24 Reactivate,,R81139,Jul'24 Y
R81008,"17,099","225,280",7.59%,,R81005,0,0,0,,R81013,"1,597",,R81016,173,,R82092,Jul'24 Reactivate,,R81291,Jul'24 Y
R81009,"24,659","287,069",8.59%,,R81006,0,0,0,,R81016,"1,427",,R81075,27,,R82662,Jul'24 Reactivate,,R81293,Jul'24 Y
R81013,"24,687","353,171",6.99%,,R81007,0,0,"12,783",,R81018,"2,990",,R81132,97,,R82911,Jul'24 Reactivate,,R81381,Jul'24 Y
R81016,"8,998","112,477",8.00%,,R81008,0,0,"17,099",,R81019,"5,149",,R81133,306,,R82919,Jul'24 Reactivate,,R81375,Jul'24 Y
R81018,"34,953","448,694",7.79%,,R81009,10,0,"24,779",,R81026,"2,816",,R81151,75,,R83326,Jul'24 Reactivate,,R81581,Jul'24 Y
R81019,"47,296","607,134",7.79%,,R81011,0,0,0,,R81028,"5,740",,R81159,44,,R83618,Jul'24 Reactivate,,R81662,Jul'24 Y
R81021,"11,006","157,447",6.99%,,R81012,0,0,0,,R81031,"3,421",,R81177,138,,R85001,Jul'24 Reactivate,,R81732,Jul'24 Y
R81022,"30,587","437,577",6.99%,,R81013,0,0,"24,687",,R81033,"7,047",,R81178,127,,R85218,Jul'24 Reactivate,,R81839,Jul'24 Y
R81023,"4,121","51,578",7.99%,,R81015,0,0,0,,R81058,"1,515",,R81186,17,,R85596,Jul'24 Reactivate,,R81908,Jul'24 Y
R81026,"38,011","481,762",7.89%,,R81016,0,0,"8,998",,R81068,"4,796",,R81188,59,,R85835,Jul'24 Reactivate,,R81997,Jul'24 Y
R81028,"50,170","660,999",7.59%,,R81017,0,0,0,,R81072,"1,277",,R81202,48,,R85861,Jul'24 Reactivate,,R82523,Jul'24 Y
R81029,"32,788","469,069",6.99%,,R81018,0,0,"34,953",,R81073,"1,441",,R81207,214,,R86086,Jul'24 Reactivate,,R82601,Jul'24 Y
R81031,"19,619","248,654",7.89%,,R81019,0,0,"47,296",,R81075,505,,R81211,41,,R86297,Jul'24 Reactivate,,R82682,Jul'24 Y
R81033,"50,210","605,669",8.29%,,R81021,0,0,"11,006",,R81088,"12,435",,R81232,163,,R86601,Jul'24 Reactivate,,R82761,Jul'24 Y
R81035,"16,846","210,834",7.99%,,R81022,0,0,"30,587",,R81095,"9,045",,R81238,84,,R86622,Jul'24 Reactivate,,R82895,Jul'24 Y
R81037,"32,064","458,711",6.99%,,R81023,0,0,"4,121",,R81101,"1,044",,R81251,23,,R86652,Jul'24 Reactivate,,R82875,Jul'24 Y
R81051,0,0,7.79%,,R81025,0,0,0,,R81121,"2,650",,R81255,40,,R87015,Jul'24 Reactivate,,R83013,Jul'24 Y
R81052,"41,707","485,534",8.59%,,R81026,0,0,"38,011",,R81122,"1,589",,R81308,46,,R87181,Jul'24 Reactivate,,R83022,Jul'24 Y
R81053,0,0,7.59%,,R81027,0,0,0,,R81132,"1,316",,R81318,66,,R87038,Jul'24 New,,R83086,Jul'24 Y
R81055,"23,036","268,174",8.59%,,R81028,10,0,"50,290",,R81133,"2,004",,R81333,66,,R87302,Jul'24 New,,R83127,Jul'24 Y
R81057,"18,740","268,104",6.99%,,R81029,0,0,"32,788",,R81135,220,,R81375,49,,R87376,Jul'24 New,,R83279,Jul'24 Y
R81058,"14,842","190,531",7.79%,,R81031,0,0,"19,619",,R81159,306,,R81379,60,,R87556,Jul'24 New,,R83388,Jul'24 Y
R81061,0,0,6.99%,,R81032,0,0,0,,R81161,"4,078",,R81501,474,,R87372,Jul'24 New,,R83369,Jul'24 Y
R81063,"21,677","310,109",6.99%,,R81033,0,0,"50,210",,R81166,"7,322",,R81585,293,,R87396,Jul'24 New,,R83662,Jul'24 Y
R81065,"40,628","581,237",6.99%,,R81035,0,0,"16,846",,R81167,"4,610",,R81596,8,,R87501,Jul'24 New,,R83693,Jul'24 Y
R81067,0,0,6.99%,,R81036,0,0,0,,R81171,"1,672",,R81625,21,,R87515,Jul'24 New,,R83688,Jul'24 Y
R81068,"34,588","432,895",7.99%,,R81037,0,0,"32,064",,R81177,"1,487",,R81626,62,,R87516,Jul'24 New,,R83853,Jul'24 Y
R81072,"14,048","167,441",8.39%,,R81038,0,0,0,,R81178,842,,R81639,55,,R87532,Jul'24 New,,R83936,Jul'24 Y
R81073,"6,828","85,356",8.00%,,R81039,0,0,0,,R81183,"1,606",,R81673,201,,R87557,Jul'24 New,,R83918,Jul'24 Y
R81075,"8,729","124,876",6.99%,,R81051,0,0,0,,R81188,836,,R81679,15,,R87286,Jul'24 New,,R83935,Jul'24 Y
R81076,"26,435","335,039",7.89%,,R81052,0,0,"41,707",,R81195,153,,R81683,30,,R87375,Jul'24 New,,R85087,Jul'24 Y
R81081,"18,722","267,837",6.99%,,R81053,54,0,648,,R81202,801,,R81687,262,,R87381,Jul'24 New,,R85069,Jul'24 Y
R81082,0,0,7.89%,,R81055,0,0,"23,036",,R81203,"9,515",,R81715,123,,R87386,Jul'24 New,,R85016,Jul'24 Y
R81086,0,0,7.59%,,R81056,0,0,0,,R81207,"1,638",,R81716,30,,R87398,Jul'24 New,,R85316,Jul'24 Y
R81087,"3,228","42,533",7.59%,,R81057,0,0,"18,740",,R81211,580,,R81726,87,,R87519,Jul'24 New,,R85378,Jul'24 Y
R81088,"29,140","369,331",7.89%,,R81058,10,0,"14,962",,R81219,"2,712",,R81798,91,,R87527,Jul'24 New,,R85766,Jul'24 Y
R81091,"10,667","152,599",6.99%,,R81059,0,0,0,,R81225,"3,022",,R81805,197,,R87552,Jul'24 New,,R85815,Jul'24 Y
R81095,"51,816","632,671",8.19%,,R81061,0,0,0,,R81226,45,,R81811,54,,R87369,Jul'24 New,,R85899,Jul'24 Y
R81096,"28,465","331,379",8.59%,,R81062,0,0,0,,R81228,"1,459",,R81815,100,,R87393,Jul'24 New,,R85963,Jul'24 Y
R81098,"9,785","139,991",6.99%,,R81063,0,0,"21,677",,R81232,"1,363",,R81835,87,,R87382,Jul'24 New,,R85998,Jul'24 Y
R81099,0,0,6.99%,,R81065,0,0,"40,628",,R81238,746,,R81861,44,,R87523,Jul'24 New,,R86003,Jul'24 Y
