"0","sms_combo_data |> "
"0","  mutate(filename = str_replace(filename, '^C:/Users/skt/Documents/Performance Analysis/SMS/SMS Analysis\\(01-03-24~01-07-24\\)/Raw-Data-Jan-SMS/list/', '')) |> "
"0","  mutate(filename = str_replace(filename,'\\(2\\)\\.csv$','')) |> "
"0","  mutate(filename = str_replace(filename,'.csv$','')) -> sms_combo_data"
"0",""
"0",""
"0","library(dplyr)"
"0",""
"0","sms_combo_data <- sms_combo_data |> "
"0","  mutate(list_name = case_when( str_detect(filename, 'Brizo') ~ 'Brizo',"
"0","                                str_detect(filename, 'Masterlist') ~ 'Masterlist',"
"0","                                str_detect(filename, 'Print Shop') ~ 'Printshop',"
"0","                                TRUE ~ 'FALSE'"
"0","                                )) |> "
"0","  mutate(copy_name = case_when( str_detect(filename, 'A') ~ 'Copy A',"
"0","                                str_detect(filename,'B')~'Copy B',"
"0","                                TRUE ~ 'FALSE'"
"0","    "
"0","  ))"
"0",""
"0",""
"0","  "
