Snowball_ID,Date,Event name,Sessions
103306,20230712,first_visit,1
103306,20230712,page_view,1
103306,20230712,scroll,1
103306,20230712,session_start,1
103305,20230712,first_visit,1
103305,20230712,page_view,1
103305,20230712,session_start,1
67614,20230712,first_visit,1
67614,20230712,page_view,1
67614,20230712,scroll,1
67614,20230712,session_start,1
65030,20230801,first_visit,1
65030,20230801,page_view,1
65030,20230801,scroll,1
65030,20230801,session_start,1
64843,20230728,first_visit,1
64843,20230728,page_view,1
64843,20230728,session_start,1
64843,20230728,user_engagement,1
64832,20230728,first_visit,1
64832,20230728,page_view,1
64832,20230728,scroll,1
64832,20230728,session_start,1
64784,20230803,first_visit,1
64784,20230803,page_view,1
64784,20230803,session_start,1
64750,20230802,first_visit,1
64750,20230802,page_view,1
64750,20230802,session_start,2
64750,20230802,user_engagement,1
64609,20230726,first_visit,1
64609,20230726,page_view,1
64609,20230726,scroll,1
64609,20230726,session_start,1
64609,20230726,user_engagement,1
64437,20230806,first_visit,1
64437,20230806,page_view,1
64437,20230806,scroll,1
64437,20230806,session_start,1
64437,20230806,user_engagement,1
64205,20230725,page_view,2
64205,20230725,session_start,2
64205,20230725,user_engagement,1
64205,20230720,page_view,1
64205,20230720,session_start,1
64205,20230720,user_engagement,1
64205,20230719,AnyFormSubmit,1
64205,20230719,Any_Form-Submit,1
64205,20230719,form_start,1
64205,20230719,page_view,3
64205,20230719,session_start,1
64205,20230719,user_engagement,2
64205,20230718,page_view,1
64205,20230714,page_view,1
64205,20230714,scroll,1
64205,20230714,session_start,1
64205,20230714,user_engagement,1
64120,20230802,first_visit,1
64120,20230802,page_view,1
64120,20230802,session_start,1
64011,20230801,first_visit,1
64011,20230801,page_view,1
64011,20230801,session_start,1
64011,20230801,user_engagement,1
64009,20230713,page_view,1
64009,20230713,scroll,1
64008,20230713,page_view,1
64008,20230713,scroll,1
64004,20230713,page_view,2
64004,20230713,scroll,2
64002,20230713,first_visit,1
64002,20230713,page_view,2
64002,20230713,scroll,2
64002,20230713,session_start,1
64000,20230807,page_view,1
64000,20230807,session_start,1
64000,20230807,user_engagement,1
64000,20230724,page_view,1
64000,20230724,session_start,1
64000,20230724,user_engagement,1
64000,20230720,AnyFormSubmit,1
64000,20230720,Any_Form-Submit,1
64000,20230720,form_start,1
64000,20230720,page_view,1
64000,20230720,user_engagement,1
64000,20230718,page_view,2
64000,20230718,scroll,2
64000,20230718,session_start,1
64000,20230718,user_engagement,2
64000,20230713,first_visit,1
64000,20230713,page_view,4
64000,20230713,scroll,4
64000,20230713,session_start,3
55740,20230725,first_visit,1
55740,20230725,page_view,1
55740,20230725,session_start,1
55731,20230726,AnyFormSubmit,1
55731,20230726,Any_Form-Submit,1
55731,20230726,first_visit,1
55731,20230726,form_start,1
55731,20230726,page_view,1
55731,20230726,session_start,1
55731,20230726,user_engagement,1
55638,20230726,first_visit,1
55638,20230726,page_view,1
55638,20230726,session_start,1
55638,20230726,user_engagement,1
54781,20230725,first_visit,1
54781,20230725,page_view,1
54781,20230725,scroll,1
54781,20230725,session_start,1
54591,20230714,page_view,1
54591,20230714,scroll,1
54504,20230724,first_visit,1
54504,20230724,page_view,1
54504,20230724,scroll,1
54504,20230724,session_start,1
54058,20230726,click,1
54058,20230726,first_visit,1
54058,20230726,page_view,1
54058,20230726,session_start,1
53817,20230803,first_visit,1
53817,20230803,page_view,1
53817,20230803,scroll,1
53817,20230803,session_start,1
53817,20230803,user_engagement,1
53784,20230714,page_view,4
53784,20230714,scroll,4
53784,20230714,session_start,4
53370,20230721,first_visit,2
53370,20230721,form_start,1
53370,20230721,page_view,2
53370,20230721,scroll,1
53370,20230721,session_start,2
53347,20230723,first_visit,1
53347,20230723,page_view,1
53347,20230723,session_start,1
53311,20230724,first_visit,1
53311,20230724,page_view,1
53311,20230724,session_start,1
53213,20230721,first_visit,1
53213,20230721,page_view,1
53213,20230721,scroll,1
53213,20230721,session_start,1
52850,20230810,first_visit,1
52850,20230810,page_view,1
52850,20230810,scroll,1
52850,20230810,session_start,1
52850,20230810,user_engagement,1
52837,20230726,click,1
52837,20230726,first_visit,1
52837,20230726,page_view,1
52837,20230726,session_start,1
52837,20230726,user_engagement,1
52792,20230721,first_visit,1
52792,20230721,page_view,1
52792,20230721,session_start,1
52768,20230724,first_visit,1
52768,20230724,page_view,1
52768,20230724,scroll,1
52768,20230724,session_start,1
52668,20230724,first_visit,1
52668,20230724,page_view,1
52668,20230724,session_start,1
52668,20230724,user_engagement,1
52569,20230720,first_visit,1
52569,20230720,page_view,1
52569,20230720,session_start,1
52569,20230720,user_engagement,1
52440,20230721,first_visit,1
52440,20230721,form_start,1
52440,20230721,page_view,1
52440,20230721,session_start,1
52019,20230725,first_visit,1
52019,20230725,form_start,1
52019,20230725,page_view,1
52019,20230725,session_start,1
51639,20230724,first_visit,1
51639,20230724,page_view,1
51639,20230724,session_start,1
51388,20230724,first_visit,1
51388,20230724,form_start,1
51388,20230724,page_view,1
51388,20230724,session_start,1
51360,20230724,first_visit,1
51360,20230724,page_view,1
51360,20230724,scroll,1
51360,20230724,session_start,1
51360,20230724,user_engagement,1
51345,20230724,first_visit,1
51345,20230724,page_view,1
51345,20230724,scroll,1
51345,20230724,session_start,1
51345,20230724,user_engagement,1
51337,20230724,first_visit,1
51337,20230724,page_view,1
51337,20230724,session_start,1
51230,20230726,page_view,2
51230,20230726,scroll,2
51230,20230726,session_start,1
51230,20230726,user_engagement,2
51230,20230726,page_view,1
51230,20230726,session_start,1
50902,20230813,AnyFormSubmit,1
50902,20230813,Any_Form-Submit,1
50902,20230813,first_visit,1
50902,20230813,form_start,1
50902,20230813,page_view,1
50902,20230813,scroll,1
50902,20230813,session_start,1
50902,20230813,user_engagement,1
50902,20230803,first_visit,1
50902,20230803,page_view,1
50902,20230803,scroll,1
50902,20230803,session_start,1
50902,20230803,user_engagement,1
50462,20230727,first_visit,1
50462,20230727,page_view,1
50462,20230727,scroll,1
50462,20230727,session_start,1
50379,20230725,first_visit,1
50379,20230725,page_view,1
50379,20230725,session_start,1
50379,20230724,first_visit,1
50379,20230724,page_view,1
50379,20230724,session_start,1
50316,20230729,first_visit,1
50316,20230729,page_view,1
50316,20230729,session_start,1
50316,20230729,user_engagement,1
50285,20230729,first_visit,1
50285,20230729,page_view,1
50285,20230729,session_start,1
49782,20230725,first_visit,1
49782,20230725,page_view,1
49782,20230725,session_start,1
49719,20230831,first_visit,1
49719,20230831,page_view,1
49719,20230831,scroll,1
49719,20230831,session_start,1
49511,20230724,first_visit,1
49511,20230724,page_view,1
49511,20230724,session_start,1
49493,20230803,first_visit,1
49493,20230803,page_view,1
49493,20230803,session_start,2
49493,20230803,user_engagement,1
49171,20230820,first_visit,1
49171,20230820,page_view,1
49171,20230820,session_start,1
49127,20230802,first_visit,1
49127,20230802,page_view,1
49127,20230802,scroll,1
49127,20230802,session_start,1
49123,20230725,first_visit,1
49123,20230725,page_view,1
49123,20230725,scroll,1
49123,20230725,session_start,1
49030,20230714,page_view,1
49030,20230714,scroll,1
49025,20230909,first_visit,1
49025,20230909,page_view,1
49025,20230909,scroll,1
49025,20230909,session_start,1
48970,20230730,first_visit,1
48970,20230730,page_view,1
48970,20230730,scroll,1
48970,20230730,session_start,1
48970,20230730,user_engagement,1
48890,20230807,page_view,1
48890,20230807,scroll,1
48890,20230807,session_start,1
48890,20230807,user_engagement,1
48890,20230806,page_view,1
48890,20230806,session_start,1
48890,20230725,first_visit,1
48890,20230725,page_view,1
48890,20230725,scroll,1
48890,20230725,session_start,1
48844,20230725,page_view,2
48844,20230725,scroll,1
48844,20230725,user_engagement,2
48844,20230725,first_visit,1
48844,20230725,page_view,1
48844,20230725,session_start,1
48787,20230725,first_visit,1
48787,20230725,page_view,1
48787,20230725,scroll,1
48787,20230725,session_start,1
48787,20230725,user_engagement,1
48663,20230726,first_visit,1
48663,20230726,page_view,1
48663,20230726,session_start,1
48658,20230818,first_visit,1
48658,20230818,form_start,1
48658,20230818,page_view,1
48658,20230818,scroll,1
48658,20230818,session_start,1
48510,20230725,first_visit,1
48510,20230725,page_view,1
48510,20230725,session_start,1
48469,20230802,first_visit,1
48469,20230802,page_view,1
48469,20230802,session_start,1
48469,20230802,user_engagement,1
48448,20230809,first_visit,1
48448,20230809,page_view,1
48448,20230809,scroll,1
48448,20230809,session_start,1
48448,20230809,user_engagement,1
48412,20230726,first_visit,1
48412,20230726,page_view,1
48412,20230726,scroll,1
48412,20230726,session_start,1
48412,20230726,user_engagement,1
48412,20230725,first_visit,1
48412,20230725,page_view,1
48412,20230725,scroll,1
48412,20230725,session_start,1
48390,20230731,first_visit,1
48390,20230731,page_view,1
48390,20230731,session_start,1
48390,20230731,user_engagement,1
48385,20230728,page_view,1
48385,20230728,session_start,1
48385,20230727,first_visit,1
48385,20230727,page_view,1
48385,20230727,session_start,1
48327,20230725,first_visit,1
48327,20230725,page_view,1
48327,20230725,scroll,1
48327,20230725,session_start,1
48292,20230727,first_visit,1
48292,20230727,page_view,1
48292,20230727,session_start,1
48292,20230727,user_engagement,1
48288,20230824,first_visit,1
48288,20230824,page_view,1
48288,20230824,scroll,1
48288,20230824,session_start,1
48281,20230727,first_visit,1
48281,20230727,page_view,1
48281,20230727,scroll,1
48281,20230727,session_start,1
48281,20230727,user_engagement,1
48232,20230725,first_visit,1
48232,20230725,page_view,1
48232,20230725,scroll,1
48232,20230725,session_start,1
48225,20230726,first_visit,1
48225,20230726,page_view,1
48225,20230726,scroll,1
48225,20230726,session_start,1
48225,20230726,user_engagement,1
48153,20230801,first_visit,1
48153,20230801,page_view,1
48153,20230801,scroll,1
48153,20230801,session_start,1
48153,20230801,user_engagement,1
48140,20230725,first_visit,1
48140,20230725,page_view,1
48140,20230725,session_start,1
48049,20230725,first_visit,1
48049,20230725,form_start,1
48049,20230725,page_view,1
48049,20230725,scroll,1
48049,20230725,session_start,1
48049,20230725,user_engagement,1
48039,20230725,first_visit,1
48039,20230725,page_view,1
48039,20230725,scroll,1
48039,20230725,session_start,1
48039,20230725,user_engagement,1
47909,20230725,first_visit,1
47909,20230725,page_view,1
47909,20230725,session_start,1
47909,20230725,user_engagement,1
47873,20230729,first_visit,1
47873,20230729,page_view,1
47873,20230729,session_start,1
47827,20230725,first_visit,2
47827,20230725,page_view,2
47827,20230725,scroll,1
47827,20230725,session_start,2
47765,20230926,page_view,1
47765,20230926,session_start,1
47765,20230926,user_engagement,1
47335,20230714,page_view,1
47335,20230714,scroll,1
47157,20230714,page_view,1
47157,20230714,scroll,1
47157,20230714,session_start,1
46602,20230714,page_view,1
46602,20230714,scroll,1
46456,20230808,first_visit,1
46456,20230808,page_view,1
46456,20230808,session_start,1
46456,20230808,user_engagement,1
46221,20230713,page_view,2
46221,20230713,scroll,2
45898,20230727,first_visit,1
45898,20230727,page_view,2
45898,20230727,session_start,2
45711,20230802,first_visit,1
45711,20230802,page_view,1
45711,20230802,session_start,1
45446,20230814,first_visit,1
45446,20230814,page_view,1
45446,20230814,session_start,1
45123,20230804,page_view,1
45123,20230804,session_start,1
45123,20230803,first_visit,1
45123,20230803,page_view,1
45123,20230803,scroll,1
45123,20230803,session_start,1
44893,20230804,first_visit,1
44893,20230804,page_view,1
44893,20230804,scroll,1
44893,20230804,session_start,1
44765,20230804,first_visit,1
44765,20230804,form_start,1
44765,20230804,page_view,1
44765,20230804,session_start,1
44765,20230804,user_engagement,1
44016,20230804,first_visit,1
44016,20230804,page_view,1
44016,20230804,scroll,1
44016,20230804,session_start,1
42749,20230804,first_visit,1
42749,20230804,page_view,1
42749,20230804,session_start,1
42546,20230714,page_view,1
41804,20230817,first_visit,1
41804,20230817,page_view,1
41804,20230817,scroll,1
41804,20230817,session_start,1
41782,20230804,first_visit,1
41782,20230804,page_view,1
41782,20230804,session_start,1
41644,20230809,first_visit,1
41644,20230809,page_view,1
41644,20230809,session_start,1
41352,20230805,AnyFormSubmit,1
41352,20230805,Any_Form-Submit,1
41352,20230805,first_visit,1
41352,20230805,form_start,1
41352,20230805,page_view,1
41352,20230805,session_start,1
41352,20230805,user_engagement,1
41304,20230805,first_visit,1
41304,20230805,page_view,1
41304,20230805,scroll,1
41304,20230805,session_start,1
41054,20230826,first_visit,1
41054,20230826,page_view,1
41054,20230826,session_start,1
40914,20230809,AnyFormSubmit,1
40914,20230809,Any_Form-Submit,1
40914,20230809,form_start,1
40914,20230809,page_view,1
40914,20230809,session_start,1
40914,20230809,user_engagement,1
40914,20230804,AnyFormSubmit,1
40914,20230804,Any_Form-Submit,1
40914,20230804,form_start,1
40914,20230804,page_view,1
40914,20230804,scroll,1
40914,20230804,session_start,1
40914,20230804,user_engagement,1
40914,20230803,first_visit,1
40914,20230803,page_view,1
40914,20230803,scroll,1
40914,20230803,session_start,1
40766,20230713,page_view,2
40766,20230713,scroll,2
40178,20230731,page_view,1
40178,20230731,user_engagement,1
40091,20230801,first_visit,1
40091,20230801,page_view,1
40091,20230801,scroll,1
40091,20230801,session_start,1
39428,20230804,first_visit,1
39428,20230804,page_view,1
39428,20230804,session_start,1
39428,20230804,user_engagement,1
39422,20230801,first_visit,1
39422,20230801,page_view,1
39422,20230801,session_start,1
39422,20230801,user_engagement,1
39210,20230804,first_visit,1
39210,20230804,page_view,1
39210,20230804,scroll,1
39210,20230804,session_start,1
39201,20230814,first_visit,1
39201,20230814,page_view,1
39201,20230814,session_start,1
39201,20230807,first_visit,1
39201,20230807,page_view,1
39201,20230807,session_start,1
39180,20230803,first_visit,1
39180,20230803,page_view,1
39180,20230803,scroll,1
39180,20230803,session_start,1
39153,20230803,first_visit,1
39153,20230803,page_view,1
39153,20230803,scroll,1
39153,20230803,session_start,1
38714,20230802,first_visit,1
38714,20230802,page_view,1
38714,20230802,scroll,1
38714,20230802,session_start,1
38149,20230731,first_visit,1
38149,20230731,page_view,1
38149,20230731,session_start,1
38149,20230731,user_engagement,1
37257,20230713,page_view,1
37257,20230713,scroll,1
37129,20230824,AnyFormSubmit,1
37129,20230824,Any_Form-Submit,1
37129,20230824,first_visit,1
37129,20230824,form_start,1
37129,20230824,page_view,1
37129,20230824,session_start,1
37129,20230824,user_engagement,1
36825,20230807,first_visit,1
36825,20230807,page_view,1
36825,20230807,session_start,1
36517,20230806,first_visit,1
36517,20230806,page_view,1
36517,20230806,session_start,1
35876,20230807,first_visit,1
35876,20230807,page_view,1
35876,20230807,session_start,1
35876,20230807,user_engagement,1
35761,20230802,first_visit,1
35761,20230802,page_view,1
35761,20230802,scroll,1
35761,20230802,session_start,1
35629,20230804,first_visit,1
35629,20230804,page_view,1
35629,20230804,session_start,1
35618,20230801,first_visit,1
35618,20230801,page_view,1
35618,20230801,session_start,1
35331,20230826,page_view,1
35331,20230826,session_start,1
35331,20230820,first_visit,1
35331,20230820,page_view,1
35331,20230820,scroll,1
35331,20230820,session_start,1
35331,20230819,first_visit,1
35331,20230819,page_view,1
35331,20230819,scroll,1
35331,20230819,session_start,1
35143,20230914,first_visit,1
35143,20230914,page_view,1
35143,20230914,session_start,1
34868,20230809,first_visit,1
34868,20230809,page_view,1
34868,20230809,scroll,1
34868,20230809,session_start,1
34868,20230809,user_engagement,1
34864,20230804,first_visit,1
34864,20230804,page_view,1
34864,20230804,scroll,1
34864,20230804,session_start,1
34169,20230802,page_view,1
34169,20230802,scroll,1
34169,20230802,session_start,1
34169,20230802,user_engagement,1
34169,20230731,first_visit,1
34169,20230731,page_view,1
34169,20230731,session_start,1
33866,20230802,session_start,1
33866,20230802,user_engagement,1
33866,20230801,first_visit,1
33866,20230801,page_view,1
33866,20230801,scroll,1
33866,20230801,session_start,1
33436,20230728,AnyFormSubmit,1
33436,20230728,Any_Form-Submit,1
33436,20230728,first_visit,1
33436,20230728,form_start,1
33436,20230728,page_view,1
33436,20230728,scroll,1
33436,20230728,session_start,1
33286,20230801,page_view,1
33286,20230801,session_start,1
33286,20230731,form_start,1
33286,20230731,page_view,1
33286,20230731,session_start,1
33227,20230803,first_visit,1
33227,20230803,page_view,1
33227,20230803,scroll,1
33227,20230803,session_start,1
32882,20230802,first_visit,1
32882,20230802,page_view,1
32882,20230802,session_start,1
32882,20230802,user_engagement,1
32789,20230806,first_visit,1
32789,20230806,page_view,1
32789,20230806,session_start,1
32789,20230801,first_visit,1
32789,20230801,page_view,1
32789,20230801,session_start,1
32789,20230801,user_engagement,1
32395,20230805,first_visit,1
32395,20230805,page_view,1
32395,20230805,session_start,1
32226,20230729,first_visit,1
32226,20230729,form_start,1
32226,20230729,page_view,1
32226,20230729,scroll,1
32226,20230729,session_start,1
32102,20230801,first_visit,1
32102,20230801,page_view,2
32102,20230801,session_start,2
31325,20230728,first_visit,1
31325,20230728,page_view,1
31325,20230728,scroll,1
31325,20230728,session_start,1
31271,20230731,first_visit,1
31271,20230731,page_view,1
31271,20230731,scroll,1
31271,20230731,session_start,1
31271,20230731,user_engagement,1
30965,20230731,page_view,1
30965,20230731,session_start,1
30965,20230728,first_visit,1
30965,20230728,page_view,1
30965,20230728,session_start,1
30880,20230822,page_view,1
30880,20230822,session_start,1
30880,20230819,first_visit,1
30880,20230819,page_view,1
30880,20230819,session_start,1
30710,20230728,first_visit,1
30710,20230728,page_view,1
30710,20230728,scroll,1
30710,20230728,session_start,1
30710,20230728,user_engagement,1
30480,20230801,first_visit,1
30480,20230801,page_view,1
30480,20230801,session_start,1
30480,20230801,user_engagement,1
30370,20230807,first_visit,1
30370,20230807,page_view,1
30370,20230807,session_start,1
29882,20230803,AnyFormSubmit,1
29882,20230803,Any_Form-Submit,1
29882,20230803,first_visit,1
29882,20230803,form_start,1
29882,20230803,page_view,1
29882,20230803,session_start,1
29882,20230803,user_engagement,1
29735,20230731,first_visit,1
29735,20230731,page_view,1
29735,20230731,session_start,1
29735,20230731,user_engagement,1
29183,20230823,first_visit,1
29183,20230823,page_view,1
29183,20230823,scroll,1
29183,20230823,session_start,1
29094,20230731,first_visit,2
29094,20230731,page_view,2
29094,20230731,session_start,2
29091,20230816,first_visit,1
29091,20230816,page_view,1
29091,20230816,scroll,1
29091,20230816,session_start,1
28886,20230802,first_visit,1
28886,20230802,page_view,1
28886,20230802,session_start,1
28794,20230803,first_visit,1
28794,20230803,page_view,1
28794,20230803,session_start,1
28794,20230803,user_engagement,1
28676,20230725,first_visit,1
28676,20230725,page_view,1
28676,20230725,session_start,1
28505,20230726,session_start,1
28505,20230726,user_engagement,1
28505,20230725,first_visit,1
28505,20230725,page_view,1
28505,20230725,session_start,1
28492,20230725,first_visit,1
28492,20230725,page_view,1
28492,20230725,scroll,1
28492,20230725,session_start,1
28492,20230725,user_engagement,1
28440,20230725,first_visit,1
28440,20230725,page_view,1
28440,20230725,session_start,1
28365,20230731,first_visit,1
28365,20230731,page_view,1
28365,20230731,session_start,1
28358,20230727,first_visit,1
28358,20230727,page_view,1
28358,20230727,scroll,1
28358,20230727,session_start,1
