Page location,Date,Event name,Sessions
https://getskt-com.translate.goog/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16904&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US,20230727,click,1
https://getskt-com.translate.goog/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16904&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US,20230727,first_visit,1
https://getskt-com.translate.goog/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16904&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US,20230727,page_view,1
https://getskt-com.translate.goog/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16904&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US,20230727,session_start,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=04185,20230728,form_start,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=04185,20230728,page_view,5
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=04185,20230728,scroll,2
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=04185,20230728,user_engagement,3
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230731,page_view,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230731,scroll,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230801,page_view,3
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230801,scroll,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230801,session_start,2
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07108,20230801,user_engagement,1
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=48844,20230725,page_view,2
https://getskt.com/en/freetrial/?utm_source=AugustMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=48844,20230725,scroll,1
