Check Map,Check B#,Check M#,Snowball Map,Group,Create Date,Mapping,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),Lead Source,Lead Channel,BusinessPhone,MobilePrimary
-,-,-,67745,Group C,10/31/2022,1550 20001,BEAU THAI SHAW LLC,1550 7th st nw ste a,WASHINGTON,20001,DC,Telemarketer,Telemarketer,(202)257-6251
-,-,-,67743,Group C,10/31/2022,2314 20020,Thai Orchid's Kitchen,2314 pennsylvania ave se #6706,Washington,20020,DC,Telemarketer,Telemarketer,(202)290-3204
-,-,-,68886,Group C,3/22/2023,501 k20011,Johnny's Carryout Chinese Restaurant,501 kennedy st nw,Washington,20011,DC,Telemarketer,Telemarketer,(202)291-8323
-,-,-,67749,Group C,10/31/2022,2122 20037,ASIA 54 RESTAURANT,2122 p st nw ste 102,WASHINGTON,20037,DC,Telemarketer,Telemarketer,(202)296-1950
-,-,-,67740,Group C,10/31/2022,3000 20007,Bangkok Joe's,3000 k st nw,Washington,20007,DC,Telemarketer,Telemarketer,(202)333-4422
-,-,-,67739,Group C,10/31/2022,3287 20007,Harmony Cafe,3287 m st nw,Washington,20007,DC,Telemarketer,Telemarketer,(202)338-3881
-,-,-,68883,Group C,3/22/2023,3222 20007,Hunan Express,3222 m st nw,Washington,20007,DC,Telemarketer,Telemarketer,(202)342-8190
-,-,-,67757,Group C,10/31/2022,4916 20016,SPRING GARDEN,4916 wisconsin ave nw,WASHINGTON,20016,DC,Telemarketer,Telemarketer,(202)363-1698
-,-,-,68875,Group C,3/22/2023,50 ma20002,East Street Cafe,50 massachusetts ave ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)371-6788
-,-,-,67751,Group C,10/31/2022,1508 20002,CHINA WOK,1508 benning rd ne,WASHINGTON,20002,DC,Telemarketer,Telemarketer,(202)388-0348
-,-,-,68876,Group C,3/22/2023,1508 20002,China Wok,1508 benning rd ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)388-0349
-,-,-,68888,Group C,3/22/2023,3710 20019,Danny's Sub Shop & Chinese Food,3710 minnesota ave ne,Washington,20019,DC,Telemarketer,Telemarketer,(202)388-8666
-,-,-,67750,Group C,10/31/2022,1601 20002,CHINA HOUSE,1601 benning rd ne,WASHINGTON,20002,DC,Telemarketer,Telemarketer,(202)396-9041
-,-,-,67744,Group C,10/31/2022,2409 20002,KERRY CARRY OUT,2409 benning rd ne,WASHINGTON,20002,DC,Telemarketer,Telemarketer,(202)397-8881
-,-,-,67737,Group C,10/31/2022,1253 20002,Pow Pow,1253 h st ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)399-1364
-,-,-,67742,Group C,10/31/2022,3943 20019,Yum's Carry Out,3943 minnesota ave ne,Washington,20019,DC,Telemarketer,Telemarketer,(202)399-4900
-,-,-,68882,Group C,3/22/2023,1814 20006,Sichuan Pavilion,1814 k st nw,Washington,20006,DC,Telemarketer,Telemarketer,(202)466-7790
-,-,-,67753,Group C,10/31/2022,1784 20009,EASTERN CARRY OUT,1784 florida ave nw,WASHINGTON,20009,DC,Telemarketer,Telemarketer,(202)483-1931
-,-,-,68871,Group C,3/22/2023,618 h20001,618 Cocktail and Whiskey Lounge,618 h st nw second floor,Washington,20001,DC,Telemarketer,Telemarketer,(202)510-9604
-,-,-,67736,Group C,10/31/2022,1807 20002,Panda Chinese Restaurant,1807 west virginia ave ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)526-8478
-,-,-,68887,Group C,3/22/2023,3176 20018,New Century Carry-out,3176 bladensburg rd ne,Washington,20018,DC,Telemarketer,Telemarketer,(202)529-2877
-,-,-,67755,Group C,10/31/2022,333 h20011,HUNAN DELIGHT,333 hawaii ave ne,WASHINGTON,20011,DC,Telemarketer,Telemarketer,(202)529-8724
-,-,-,67746,Group C,10/31/2022,406 120003,TALAY THAI RESTAURANT,406 1st st se ste 1,WASHINGTON,20003,DC,Telemarketer,Telemarketer,(202)546-5100
-,-,-,68880,Group C,3/22/2023,1602 20004,China Express,1602 7th st nw washington,Washington,20004,DC,Telemarketer,Telemarketer,(202)554-8888
-,-,-,68227,Group C,3/10/2023,2902 20019,Moruss Seafood & Crab House,2902 minnesota ave se,Washington,20019,DC,Telemarketer,Telemarketer,(202)583-2722
-,-,-,68877,Group C,3/22/2023,1409 20002,Chinese Street Market,1409 5th st ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)596-6985
-,-,-,68872,Group C,3/22/2023,610 h20001,New Big Wong Chinese Restaurant,610 h st nw,Washington,20001,DC,Telemarketer,Telemarketer,(202)628-0491
-,-,-,67756,Group C,10/31/2022,748 620001,JOY LUCK HOUSE,748 6th st nw,WASHINGTON,20001,DC,Telemarketer,Telemarketer,(202)628-1668
-,-,-,67758,Group C,10/31/2022,3625 20017,TSIM YUNG,3625 12th st ne,WASHINGTON,20017,DC,Telemarketer,Telemarketer,(202)635-1318
-,-,-,67759,Group C,10/31/2022,1604 20002,WAH MEE & NEW CHINA,1604 rhode island ave ne,WASHINGTON,20002,DC,Telemarketer,Telemarketer,(202)635-3442
-,-,-,67748,Group C,10/31/2022,521 g20001,ABSOLUTE THAI RESTAURANT,521 g st nw,WASHINGTON,20001,DC,Telemarketer,Telemarketer,(202)652-1836
-,-,-,68884,Group C,3/22/2023,3532 20010,Chinese Hunan American Carry-Out,3532 georgia ave nw,Washington,20010,DC,Telemarketer,Telemarketer,(202)722-0448
-,-,-,68301,Group C,3/10/2023,1309 20002,Puddin',1309 5th st ne union market,Washington,20002,DC,Telemarketer,Telemarketer,(202)725-1030
-,-,-,67741,Group C,10/31/2022,4304 20008,Viet Chopsticks,4304 connecticut ave nw,Washington,20008,DC,Telemarketer,Telemarketer,(202)735-5059
-,-,-,67752,Group C,10/31/2022,618 h20001,CHINATOWN GARDEN,618 h st nw,WASHINGTON,20001,DC,Telemarketer,Telemarketer,(202)737-8887
-,-,-,68885,Group C,3/22/2023,3410 20010,Queen's English,3410 11th st nw,Washington,20010,DC,Telemarketer,Telemarketer,(202)751-3958
-,-,-,68878,Group C,3/22/2023,1309 20002,Laoban Dumplings,1309 5th st ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)780-8746
-,-,-,68881,Group C,3/22/2023,1527 20005,Great Wall Szechuan House,1527 14th st nw,Washington,20005,DC,Telemarketer,Telemarketer,(202)797-0098
-,-,-,67991,Group C,3/10/2023,1369 20002,Chef Huda's Kitchen,1369 new york ave ne,Washington,20002,DC,Telemarketer,Telemarketer,(202)809-9610
