Check Map,Check B#,Check M#,Snowball Map,Group,Create Date,Mapping,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),Lead Source,Lead Channel,BusinessPhone,MobilePrimary
-,-,-,57075,Group A,10/31/2022,23391 gold91765,Mandarin Taste,23391 golden springs dr,Diamond Bar,91765,CA,Telemarketer,,(909) 861-1819
-,-,-,57076,Group A,10/31/2022,150 e boni91773,Little Tokyo Restaurant,150 e bonita ave,San Dimas,91773,CA,Telemarketer,,(909) 599-0666
-,-,-,57077,Group A,10/31/2022,821 w las 91776,Benten Ramen,821 w las tunas dr,San Gabriel,91776,CA,Telemarketer,Telemarketer,(626) 910-5075
-,-,-,57078,Group A,10/31/2022,5807 rosem91780,Chuan's,5807 rosemead blvd,Temple City,91780,CA,Telemarketer,Telemarketer,(626) 677-6667
-,-,-,57079,Group A,10/31/2022,35 e w wes29150,Happy Bowl,35 e w wesmark blvd,Sumter,29150,SC,Telemarketer,Telemarketer,(803) 774-4242
-,-,-,57080,Group A,10/31/2022,9086 old n29142,Thai House 2 Restaurant,9086 old number six hwy,Santee,29142,SC,Telemarketer,Telemarketer,(803) 854-9060
-,-,-,57081,Group A,10/31/2022,2138 e mai29334,Tokyo Grill Express Duncan,2138 e main st,Duncan,29334,SC,Telemarketer,Telemarketer,(864) 336-5244
-,-,-,57082,Group A,10/31/2022,420 sc-7229649,Chong Wah Express,420 sc-72,Greenwood,29649,SC,Telemarketer,Telemarketer,(864) 227-0100
-,-,-,57083,Group A,10/31/2022,1411 folly29412,James island Fire Grill hibachi sushi,1411 folly rd,Charleston,29412,SC,Telemarketer,Telemarketer,(843) 501-7771
-,-,-,57084,Group A,10/31/2022,2408 ashle29414,Hibachi Hut,2408 ashley river rd unit y,Charleston,29414,SC,Telemarketer,Telemarketer,(843) 872-6537
-,-,-,57085,Group A,10/31/2022,607 johnni29464,Pattaya Thai Restaurant,607 johnnie dodds blvd,Mt Pleasant,29464,SC,Telemarketer,Telemarketer,(843) 856-1808
