Snowball_ID,page_view,scroll,session_start,user_engagement,first_visit,InfoSource,Mapping.Correction,Name,Business.Type,Amenities,Street,City.Town,State.Province.Code,Zip.Postal.Code,Country,First.Name,Last.Name,Title,Role,Contact.Email,Contact.Phone,URL,Established,Estimated.Employees,Phone,Contact.Count,Most.Common.Email,Vitality.Score,Reputation.Score,Cuisines..Regional.,Price.Range,Website.Technology.Vendors,Ordering.Solutions,location,Map.Correction,Last.Activity.Date,Mobile...Primary,Business.Phone,Company...Account,Email,City,State.Province,fill_info
50110,1,0,1,0,1,brizo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
51186,1,0,1,0,1,brizo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
51217,1,0,1,0,1,brizo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
53715,1,1,1,1,1,brizo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
53979,1,0,1,0,1,brizo,NA,Ken Wong,Restaurant,Contactless Delivery; Debit Cards; Dine-in; Delivery; Takeout,2448 Rue St-Dominique,Saguenay,QC,G7X 6K3,Canada,,,,,,NA,ken-wong.business.site,NA,NA,(418) 547-1818,0,,39,82,Chinese,,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,Yes
54036,1,0,1,1,1,brizo,50665,Chobap Korean&Japanese Takeout,Restaurant,Wi-Fi; Online Ordering; Seating; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,1050 Paramount Dr,Hamilton,ON,L8J 1P8,Canada,,,,,,NA,,NA,NA,(905) 560-2326,0,,13,100,Japanese,,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
54065,1,1,1,0,1,brizo,53080,Fancy Taste of China,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Online Ordering; TV; Contactless Delivery; High Chairs; Catering; Debit Cards; Dine-in; Takeout,1160 137 Ave SE,Calgary,AB,T2J 6T6,Canada,Ming,Hui,Manager,General,,NA,fancytasteofchinatogo.com,NA,NA,(403) 278-5566,1,,40,83,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
54203,1,0,1,0,1,brizo,54692,Indian Bay Leaf,Restaurant,Groups; Wi-Fi; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,4890 Victoria Dr,Vancouver,BC,V5N 4P5,Canada,,,,,,NA,indianbayleafrestaurant.com,NA,NA,(604) 428-8700,0,,53,77,Indian; Chinese,$$,DI develop; Uber Eats,DI develop,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
54369,1,1,1,0,0,brizo,52592,Peking Restaurant,Restaurant,Reservations; Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Takeout,840 Corydon Ave,Winnipeg,MB,R3M 0Y2,Canada,Soo,Lum,Member of the Board of Directors,Owner,,NA,pekingmbtogo.com,NA,NA,(204) 453-2439,2,pekingwinnipeg@gmail.com,36,75,Chinese,$$$,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
54622,1,1,1,1,1,brizo,NA,Nippon Sushi,Restaurant; Mobile Food,Wi-Fi; Online Ordering; TV; Bike Parking; Delivery; Debit Cards; Dine-in; Takeout,1104 Boulevard de Maisonneuve O,Montréal,QC,H3A 1M7,Canada,Nguyen Thi Mai,Thu,Proprietor,Owner,,NA,,NA,NA,(514) 842-4114,1,,25,89,Japanese,$$,DoorDash; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55244,1,1,1,0,1,brizo,47948,Silver Dragon Restaurant,Restaurant,Groups; Table Service; Parking; Online Ordering; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Takeout,2827 Robie St,Halifax,NS,B3K 4P3,Canada,Hing-Ping,Wong,Secretary-Treasurer and Member of the Board of Directors,Finance,,NA,silverdragonhalifax.com,1985,NA,(902) 455-2800,2,,41,68,Cantonese; Chinese,$,DI develop,DI develop,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55381,1,1,1,0,1,brizo,53726,Chow BAO by Takoyaki Boy,Restaurant,Delivery; Contactless Delivery; Curbside Pickup; Online Ordering; Debit Cards; Dine-in; Takeout,5008 39 St,Lloydminster,AB,T9V 2Y8,Canada,,,,,chowbaolloyd@gmail.com,NA,chowbao.ca,NA,NA,(639) 840-3086,0,chowbaolloyd@gmail.com,32,92,Korean; Japanese; Chinese,$$,CloudWaitress; DoorDash; Skip the Dishes; Stripe,CloudWaitress,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55512,1,1,1,1,1,brizo,49129,AT Sushi,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,299 Boulevard d'Anjou,Châteauguay,QC,J6J 2R5,Canada,,,,,,NA,atsushi.ca,NA,NA,(450) 699-0888,0,info@atsushi.ca,41,58,Japanese,$,Skip the Dishes; UEAT; Uber Eats,UEAT,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55567,1,1,1,0,1,brizo,48385,Sushi 4 Saisons,Restaurant,Reservations; Delivery; Catering; Online Ordering; Debit Cards; Dine-in; Takeout,1104 Rue Ontario E,Montréal,QC,H2L 1R1,Canada,,,,,,NA,sushi4saisons.ca,NA,NA,(514) 524-8808,0,,34,71,Japanese,$$,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55593,4,0,4,1,4,brizo,50257,Top Wok,Restaurant,Wheelchair Accessible; Debit Cards; Dine-in; Delivery; Takeout,490 Mapleview Dr W,Barrie,ON,L4N 6C3,Canada,,,,,,NA,http://www.topwok.ca,NA,NA,(705) 722-1188,0,,47,74,Chinese,,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
55907,1,1,1,0,1,brizo,49365,Ha's Dim Sum Noodle House,Restaurant,Groups; Reservations; Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,870 Somerset St W,Ottawa,ON,K1R 6R7,Canada,,,,,,NA,dimsumnoodlehouse.com,NA,NA,(613) 680-1688,0,,26,93,Chinese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
56187,1,0,1,0,1,brizo,NA,Delicatesses Tonkinoises,Restaurant,Online Ordering; TV; Seating; Delivery; Catering; Debit Cards; Dine-in; Takeout,732 Rue St-Jean,Québec,QC,G1R 1P9,Canada,,,,,deli.tonkinoises@gmail.com,NA,,NA,NA,(418) 523-6211,0,deli.tonkinoises@gmail.com,15,86,Japanese; Vietnamese; Thai,$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
56471,2,1,2,1,2,brizo,49739,Alligator Pear Take Home and Catering,Restaurant,Wheelchair Accessible; Gift Cards; Parking; Online Ordering; Fresh Ingredients; Seating; Delivery; Curbside Pickup; Catering; Debit Cards; Outdoor Seating; Takeout,113 Welland Ave,St Catharines,ON,L2R 2N4,Canada,,,,,20oecfood88@gmail.com,NA,oecfood88.ca,NA,NA,(289) 362-3399,0,alligatorpearstcath@icloud.com,47,97,Korean; Japanese,$,Skip the Dishes; Square; Square Gift Cards; Uber Eats; Weebly,Square,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
56690,1,1,1,0,1,brizo,49619,Win Yeung Garden Chinese Restaurant,Restaurant,Groups; Online Ordering; Debit Cards; Dine-in; Takeout,9 King St W,Clarington,ON,L1C 1R2,Canada,Johnny,Seto,Proprietor,Owner,,NA,winyeunggarden.com,NA,NA,(905) 623-5412,1,,70,79,Chinese,$,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
56858,1,0,1,1,1,brizo,49706,Swaagat -The real taste of india,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,6095 Dunn St,Niagara Falls,ON,L2G 2P3,Canada,,,,,swaagatniagarafalls@gmail.com,NA,,NA,NA,(905) 358-5825,0,swaagatniagarafalls@gmail.com,16,75,Indian; Chinese,,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
56915,1,0,1,1,1,brizo,47946,El Chino Snack Bar,Restaurant,Groups; Dine-in; TV; Takeout,2398 Robie St,Halifax,NS,B3K 4M7,Canada,,,,,,NA,elchinosnackbar.com,NA,NA,(902) 423-2524,0,,41,94,Mexican; Chinese,$$,Squarespace,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57270,1,1,1,1,1,brizo,48278,Sushi Suki,Restaurant,Groups; Parking; Online Ordering; Reservations; Delivery; Debit Cards; Dine-in; Takeout,5134 Rue Jean-Talon E,Montréal,QC,H1S 1K7,Canada,Douglas,Eacrett,Principal,Owner,,NA,,NA,NA,(514) 722-8810,1,,25,81,Japanese; Chinese,$$,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57361,1,1,1,0,1,brizo,53398,Hing Lung B B Q House,Restaurant,Reservations; Delivery; Contactless Delivery; Online Ordering; Dine-in; Takeout,9715 106 Ave NW,Edmonton,AB,T5H 4K8,Canada,Chuck,Y. Gong,Proprietor,Owner,,NA,https://hinglungbbqhouse.com,NA,NA,(780) 425-0283,1,,21,91,Chinese,$,DoorDash; Google Analytics; Skip the Dishes; The NAI; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57425,1,1,1,0,1,brizo,48214,Restaurant Le Nouveau Paradis,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,13035 Rue Sherbrooke E,Montréal,QC,H1A 1B9,Canada,Yong,Chau,President,General,,NA,nouveauparadis.com,NA,NA,(514) 642-0433,1,,31,75,Chinese,$$,Uber Eats; Wix Restaurants,Wix Restaurants,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57440,1,1,2,2,1,brizo,52481,Sushi Gozen,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Catering; High Chairs; Dine-in; Takeout,1225 St Mary's Rd,Winnipeg,MB,R2M 5E5,Canada,Seoha,Park,Proprietor,Owner,,NA,sushigozen.ca,NA,NA,(204) 254-8247,1,sushigozen@hotmail.com,30,78,Japanese,$$,Google Analytics; Menusifu; Skip the Dishes,Menusifu,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57594,1,1,1,0,1,brizo,49719,Golden Dragon Palace,Restaurant; Mobile Food,Groups; Wheelchair Accessible; Table Service; Online Ordering; Fresh Ingredients; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,7000 McLeod Rd,Niagara Falls,ON,L2G 7K3,Canada,,,,,,NA,goldendragonpalaceon.com,NA,NA,(905) 356-8668,0,,76,91,Chinese,$,Apple App Store; Chinese Menu Online; Google Analytics; MailChimp; Opencart; Squarespace,Chinese Menu Online; Opencart,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57739,1,0,1,0,1,brizo,54732,Paramount BBQ Restaurant Shenji BBQ,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,3129 Kingsway,Vancouver,BC,V5R 5J9,Canada,,,,,,NA,paramountbbq.com,NA,NA,(604) 249-8456,0,,31,82,Chinese,,Google Analytics; Menusifu; Skip the Dishes; Uber Eats; WooCommerce,Menusifu,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57765,1,1,1,0,1,brizo,49069,Golden Bowl,Restaurant,Groups; Wheelchair Accessible; Parking; TV; Bike Parking; Reservations; Debit Cards; Dine-in; Delivery; Takeout,1200 Boulevard de Rome,Brossard,QC,J4W 3H3,Canada,,,,,,NA,,NA,NA,(450) 465-9919,0,,26,79,Chinese,$,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57850,3,0,0,3,0,brizo,53619,Twins Restaurant,Restaurant,Groups; Online Ordering; Seating; Delivery; Contactless Delivery; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,Chappelle Way SW,Edmonton,AB,T6W 4S1,Canada,,,,,,NA,,NA,NA,(780) 705-7872,0,,8,77,Japanese; Vietnamese; Chinese; Thai,,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57873,1,1,1,0,1,brizo,NA,Stephen C Dim Sum & BBQ,Restaurant,Delivery; Online Ordering; Takeout,625 Ave O S,Saskatoon,SK,S7M 2S2,Canada,,,,,,NA,,NA,NA,(306) 986-8168,0,,2,NA,Chinese,,Skip the Dishes,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57884,1,0,2,1,1,brizo,50425,Eddie's Wok N Roll,Restaurant; Quick Service,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Takeout,6400 Millcreek Dr,Mississauga,ON,L5N 3E7,Canada,Eddie,Liu,Proprietor,Owner,,NA,eddieswoknroll.com,NA,NA,(905) 542-8613,1,,76,82,Indian; Chinese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
57962,1,1,1,0,1,brizo,53839,Asian Fiesta,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,9600 93 Ave,Fort St John,BC,V1J 5Z2,Canada,,,,,,NA,asianfiestabc.com,2017,NA,(250) 785-0038,0,,43,80,Chinese,$$,DI develop; Skip the Dishes,DI develop,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
58139,1,1,1,0,1,brizo,48212,Jasmin,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1620 Rue Royale,Trois-Rivières,QC,G9A 4K3,Canada,,,,,,NA,,NA,NA,(819) 375-8880,0,kimfoo09@yahoo.ca,17,81,American; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
58240,1,1,1,0,1,brizo,50749,Shiawase Sushi,Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Delivery; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Takeout,19415 Yonge St,East Gwillimbury,ON,L9N 1L8,Canada,,,,,,NA,shiawasesushi.business.site,NA,NA,(905) 953-1212,0,,32,94,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
58611,2,2,2,0,2,brizo,52525,Sweet Aroma Chinese Restaurant,Restaurant,Delivery; Curbside Pickup; Online Ordering; Debit Cards; Dine-in; Takeout,570 Sargent Ave,Winnipeg,MB,R3B 3L5,Canada,,,,,,NA,sweetaromachinese.com,NA,NA,(204) 289-1036,0,,29,93,Chinese,$$,DI develop; DoorDash; Skip the Dishes,DI develop,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
58718,1,1,1,0,0,brizo,NA,Restaurant Nouilles Orientales,Restaurant,Groups; Delivery; Online Ordering; Debit Cards; Takeout,1169 Boulevard Curé-Poirier O,Longueuil,QC,J4K 2G1,Canada,Lin,Lam,President,General,,NA,nouillesorientales.com,NA,NA,(450) 928-9222,1,,29,80,Chinese,$,DoorDash; Skip the Dishes; UEAT; Uber Eats,UEAT,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
59122,1,0,1,0,1,brizo,NA,Tartar Station,Restaurant; Juice Bar,Groups; Wi-Fi; Wheelchair Accessible; Parking; Online Ordering; Digital Payments; High Chairs; Delivery; Takeout,2360 Chemin Ste-Foy,Québec,QC,G1V 4H2,Canada,,,,,tartarstation@gmail.com,NA,http://www.tartarstation.com,NA,NA,(418) 657-1777,0,tartarstation@gmail.com,31,93,Hawaiian; Japanese,$$$,Facebook Pixel; Google Analytics; IShopFood; UEAT,IShopFood; UEAT,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
59316,1,1,1,0,1,brizo,53691,Bamboo Chopsticks,Restaurant,Seating; Groups; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,4924 50 Ave,Vegreville,AB,T9C 1M1,Canada,Sui,Mah,President,General,,NA,https://bamboo-chopsticks-chinese-restaurant.business.site,NA,NA,(780) 632-2364,1,,61,81,Chinese,$,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
59323,1,1,1,0,1,brizo,55034,Won More Szechuan Cuisine,Restaurant,Groups; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Outdoor Seating; Takeout,1184 Denman St,Vancouver,BC,V6G 2M9,Canada,Frank,Wong,President,General,,NA,wonmore.ca,NA,NA,(604) 688-8856,2,,31,82,Chinese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
59623,1,1,2,1,1,brizo,51360,Touhenboku Ramen,Restaurant; Quick Service,Groups; Wi-Fi; Table Service; Seating; Reservations; Bike Parking; Delivery; Curbside Pickup; Parking; Online Ordering; TV; Contactless Delivery; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,2459 Yonge St,Toronto,ON,M4P 2H6,Canada,Hanna,Park,Proprietor,Owner,,NA,touhenboku-eglinton.ca,2014,NA,(416) 551-6800,1,,33,84,Japanese,$$,DoorDash; Ritual; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
59782,1,0,1,0,1,brizo,50849,Hot Wok,Restaurant,Groups; Wi-Fi; Seating; Reservations; Bike Parking; Delivery; Curbside Pickup; Online Ordering; Fresh Ingredients; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,7 Progress Ave,Toronto,ON,M1P 5A3,Canada,Simon,Hsieh,President,General,,NA,hotwokscarborough.com,NA,NA,(416) 293-5342,1,,47,82,Chinese,$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60052,2,1,2,1,1,brizo,NA,Le Sushi Shack,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Parking; TV; Digital Payments; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,1006 Rue de St-Jovite,Mont-Tremblant,QC,J8E 3J8,Canada,Carole,Aumais,President,General,,NA,lesushishack.ca,NA,NA,(819) 717-1379,2,info@lesushishack.ca,53,79,Japanese,$$,Squarespace,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60119,2,1,2,0,1,brizo,49532,Burning Grill Korean Cuisine,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1399 Princess St,Kingston,ON,K7M 3E9,Canada,,,,,burninggrillkorea@gmail.com,NA,,NA,NA,(613) 544-2666,0,burninggrillkorea@gmail.com,20,87,Korean; Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60369,1,1,1,1,1,brizo,48171,Sushi X Lebourgneuf,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Parking; Online Ordering; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,840 Rue Bouvier,Québec,QC,G2J 1A3,Canada,,,,,,NA,sushix.ca,NA,NA,(418) 626-4848,0,info@sushix.ca,46,93,Japanese,$$,DoorDash; Facebook Pixel; Google Analytics; IShopFood,IShopFood,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60467,1,0,1,0,1,brizo,52168,BIG MONKEY WONTON HOUSE,Restaurant,Groups; Reservations; Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,1030 Adelaide St N,London,ON,N5Y 2M9,Canada,,,,,,NA,bigmonkeywontonhouse.com,NA,NA,(519) 601-8868,0,,44,74,Chinese,$,Google Analytics; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60577,1,1,1,1,1,brizo,48026,Mansu BBQ,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,279 Amirault St,Dieppe,NB,E1A 1G1,Canada,Mark,K,,,,NA,,2017,NA,(506) 830-6800,1,ykim1921@gmail.com,29,87,Korean; Japanese,$$,Skip the Dishes,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60721,1,1,1,1,1,brizo,49777,Lee's Kitchen,Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Bike Parking; Delivery; Catering; Debit Cards; Takeout,5694 HWY-7,Markham,ON,L3P 1B4,Canada,Wei,Lee,President,General,,NA,,NA,NA,(905) 471-6602,1,,3,45,Chinese; Thai,,Skip the Dishes,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60807,1,1,1,1,1,brizo,52755,S R Kitchen,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Reservations; Contactless Delivery; Catering; Debit Cards; Dine-in; Delivery; Takeout,6843 Rochdale Blvd,Regina,SK,S4X 2Z2,Canada,Wayne Pak,Mah,President,General,,NA,srkitchen.ca,1985,NA,(306) 775-2378,2,srkitchen.com@gmail.com,62,77,Chinese,$$,Apple App Store; GlobalFood; Google Analytics; Oracle GloriaFood,GlobalFood; Oracle GloriaFood,Canada,NA,NA,NA,NA,NA,NA,NA,NA,Yes
60878,1,0,1,0,1,brizo,53923,Sizzling Wok,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Dine-in; Takeout,2271 Harvey Ave,Kelowna,BC,V1Y 6H2,Canada,Chin,Hsieh,Proprietor,Owner,,NA,,NA,NA,(250) 763-8288,1,,21,82,Chinese,$$,DoorDash; Skip the Dishes,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
60942,2,0,2,1,2,brizo,50811,Qoo Sushi,Restaurant,Groups; Delivery; Online Ordering; Debit Cards; Takeout,900 Progress Ave,Toronto,ON,M1H 2Z9,Canada,,,,,,NA,qoosushi.ca,NA,NA,(416) 438-2839,0,,44,89,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61237,2,2,2,2,2,brizo,NA,Chez Bo Restaurant Chinois,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Takeout,827 Boulevard St-René O,Gatineau,QC,J8T 8M3,Canada,,,,,,NA,chezbo.ca,NA,NA,(819) 525-6199,0,,31,NA,Canadian; American; Vietnamese; Chinese,,Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61429,1,1,1,1,1,brizo,NA,West Island Lanzhou Beef Noodles / West Island Nouilles au Boeuf de Lanzhou,Restaurant; Mobile Food,Wi-Fi; Wheelchair Accessible; Table Service; Parking; Eco-friendly Tableware; Online Ordering; TV; Seating; Delivery; Catering; Debit Cards; Dine-in; Takeout,995 Boulevard St-Jean,Pointe-Claire,QC,H9R 5M3,Canada,,,,,,NA,westislandnouilles.com,NA,NA,(514) 558-8687,0,,24,93,Chinese,$,DoorDash; GlobalFood; Skip the Dishes; Uber Eats; WooCommerce,GlobalFood,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61459,3,1,3,0,2,brizo,55174,Bala Bento & Crazy Chicken Bai Le Bian Dang Wang & Feng Kuang Ji,Restaurant,Delivery; Online Ordering; Takeout,6311 Graybar Rd,Richmond,BC,V6W 0C4,Canada,,,,,,NA,,NA,NA,(604) 968-6311,0,,7,97,Chinese,,DoorDash,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61466,5,0,3,2,0,brizo,NA,Maison Heureuse,Restaurant,Reservations; Online Ordering; Delivery; Takeout,6690 Avenue Darlington,Montréal,QC,H3S 2J5,Canada,,,,,,NA,,NA,NA,(514) 738-2986,0,,17,100,Chinese; Thai,$,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61568,2,0,2,1,1,brizo,48501,Chez Gatse Restaurant Tibetain,Restaurant,Groups; Wi-Fi; Table Service; Parking; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,317 Rue Ontario E,Montréal,QC,H2X 1H7,Canada,Jigme,Kashhi,Proprietor,Owner,,NA,chezgatserestaurant.ca,1991,NA,(514) 985-2494,2,booking@chezgatserestaurant.ca,37,86,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats; WooCommerce,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61583,1,1,1,0,1,brizo,47916,Fujiyama Restaurant,Restaurant,Groups; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,5244 Blowers St,Halifax,NS,B3J 1J7,Canada,Zhun Rui,Chen,Proprietor,Owner,,NA,sushifujiyama.com,NA,NA,(902) 492-1133,1,,26,83,Japanese,$$,DoorDash; Google Analytics; Ritual; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61608,3,0,1,1,0,brizo,49514,Sima Sushi,Restaurant; Quick Service,Groups; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Fast Service; Catering; High Chairs; Debit Cards; Takeout,66 Princess St,Kingston,ON,K7L 1A5,Canada,Daniel,Cho,Proprietor,Owner,,NA,simasushi.ca,NA,NA,(613) 542-8040,1,,38,89,Japanese,$$,Uber Eats; WooCommerce,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61785,1,1,1,1,1,brizo,52854,Highway 45 Restaurant,Restaurant,Groups; Bike Parking; Debit Cards; Dine-in; TV; Takeout,4704 48 St,Bruderheim,AB,T0B 0S0,Canada,,,,,,NA,,NA,NA,(780) 796-3313,0,,24,88,Chinese,$$,,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
61799,1,0,0,0,0,brizo,55661,Beijing Bistro,Restaurant; Liquor Store,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,769 Fort St,Victoria,BC,V8W 1G9,Canada,,,,,,NA,beijingbistro.ca,NA,NA,(250) 686-9271,0,,25,89,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,No
